response_id,game,lockdown_period,hours,regularly_play,single_multi
R_3PAINhZstYwZKnG,3,before,0,yes,NA
R_3PAINhZstYwZKnG,4,before,0,yes,NA
R_3PAINhZstYwZKnG,5,before,0.6,yes,alone
R_3PAINhZstYwZKnG,6,before,0,yes,NA
R_3PAINhZstYwZKnG,7,before,1.7999999999999998,yes,alone
R_3PAINhZstYwZKnG,8,before,1.7999999999999998,yes,alone
R_3PAINhZstYwZKnG,9,before,0,yes,NA
R_3PAINhZstYwZKnG,1,during,0,yes,NA
R_3PAINhZstYwZKnG,2,during,0,yes,NA
R_3PAINhZstYwZKnG,3,during,0,yes,NA
R_3PAINhZstYwZKnG,4,during,0,yes,NA
R_3PAINhZstYwZKnG,5,during,5.5,yes,alone
R_3PAINhZstYwZKnG,6,during,0,yes,NA
R_3PAINhZstYwZKnG,7,during,27.500000000000004,yes,alone
R_3PAINhZstYwZKnG,8,during,22,yes,alone
R_3PAINhZstYwZKnG,9,during,0,yes,NA
R_RzB3YPB2gpL3ylr,1,before,0,yes,NA
R_RzB3YPB2gpL3ylr,2,before,3.5,yes,alone
R_RzB3YPB2gpL3ylr,3,before,3.5,yes,alone
R_RzB3YPB2gpL3ylr,4,before,0,yes,NA
R_RzB3YPB2gpL3ylr,5,before,0,yes,NA
R_RzB3YPB2gpL3ylr,6,before,28,yes,alone
R_RzB3YPB2gpL3ylr,7,before,0,yes,NA
R_RzB3YPB2gpL3ylr,8,before,0,yes,NA
R_RzB3YPB2gpL3ylr,9,before,0,yes,NA
R_RzB3YPB2gpL3ylr,1,during,0,yes,NA
R_RzB3YPB2gpL3ylr,2,during,18,yes,alone
R_RzB3YPB2gpL3ylr,3,during,13.5,yes,alone
R_RzB3YPB2gpL3ylr,4,during,0,yes,NA
R_RzB3YPB2gpL3ylr,5,during,0,yes,NA
R_RzB3YPB2gpL3ylr,6,during,13.5,yes,alone
R_RzB3YPB2gpL3ylr,7,during,0,yes,NA
R_RzB3YPB2gpL3ylr,8,during,0,yes,NA
R_RzB3YPB2gpL3ylr,9,during,0,yes,NA
R_BueCPimsWc9Utd7,1,before,0,yes,NA
R_BueCPimsWc9Utd7,2,before,4.8,yes,alone
R_BueCPimsWc9Utd7,3,before,0,yes,NA
R_BueCPimsWc9Utd7,4,before,3.5999999999999996,yes,multiplayer
R_BueCPimsWc9Utd7,5,before,3.5999999999999996,yes,alone
R_BueCPimsWc9Utd7,6,before,0,yes,NA
R_BueCPimsWc9Utd7,7,before,0,yes,NA
R_BueCPimsWc9Utd7,8,before,0,yes,NA
R_BueCPimsWc9Utd7,9,before,0,yes,NA
R_BueCPimsWc9Utd7,1,during,0,yes,NA
R_BueCPimsWc9Utd7,2,during,16.8,yes,alone
R_BueCPimsWc9Utd7,3,during,0,yes,NA
R_BueCPimsWc9Utd7,4,during,4.8,yes,multiplayer
R_BueCPimsWc9Utd7,5,during,2.4,yes,alone
R_BueCPimsWc9Utd7,6,during,0,yes,NA
R_BueCPimsWc9Utd7,7,during,0,yes,NA
R_BueCPimsWc9Utd7,8,during,0,yes,NA
R_BueCPimsWc9Utd7,9,during,0,yes,NA
R_2Clwma6pSIEIvrW,1,before,0,yes,NA
R_2Clwma6pSIEIvrW,2,before,0,yes,NA
R_2Clwma6pSIEIvrW,3,before,5.250000000000001,yes,alone
R_2Clwma6pSIEIvrW,4,before,0,yes,NA
R_2Clwma6pSIEIvrW,5,before,0,yes,NA
R_2Clwma6pSIEIvrW,6,before,1.7500000000000002,yes,alone
R_2Clwma6pSIEIvrW,7,before,0,yes,NA
R_2Clwma6pSIEIvrW,8,before,0,yes,NA
R_2Clwma6pSIEIvrW,9,before,0,yes,NA
R_2Clwma6pSIEIvrW,1,during,0,yes,NA
R_2Clwma6pSIEIvrW,2,during,0,yes,NA
R_2Clwma6pSIEIvrW,3,during,20,yes,multiplayer
R_2Clwma6pSIEIvrW,4,during,0,yes,NA
R_2Clwma6pSIEIvrW,5,during,0,yes,NA
R_2Clwma6pSIEIvrW,6,during,0,yes,NA
R_2Clwma6pSIEIvrW,7,during,0,yes,NA
R_2Clwma6pSIEIvrW,8,during,0,yes,NA
R_2Clwma6pSIEIvrW,9,during,0,yes,NA
R_0D28y4Gxg25qSR3,1,before,NA,no,NA
R_0D28y4Gxg25qSR3,2,before,NA,no,NA
R_0D28y4Gxg25qSR3,3,before,NA,no,NA
R_0D28y4Gxg25qSR3,4,before,NA,no,NA
R_0D28y4Gxg25qSR3,5,before,NA,no,NA
R_0D28y4Gxg25qSR3,6,before,NA,no,NA
R_0D28y4Gxg25qSR3,7,before,NA,no,NA
R_0D28y4Gxg25qSR3,8,before,NA,no,NA
R_0D28y4Gxg25qSR3,9,before,NA,no,NA
R_0D28y4Gxg25qSR3,1,during,0,yes,NA
R_0D28y4Gxg25qSR3,2,during,0,yes,NA
R_0D28y4Gxg25qSR3,3,during,3.75,yes,multiplayer
R_0D28y4Gxg25qSR3,4,during,11.25,yes,multiplayer
R_0D28y4Gxg25qSR3,5,during,0,yes,NA
R_0D28y4Gxg25qSR3,6,during,0,yes,NA
R_0D28y4Gxg25qSR3,7,during,0,yes,NA
R_0D28y4Gxg25qSR3,8,during,0,yes,NA
R_0D28y4Gxg25qSR3,9,during,0,yes,NA
R_1M3DvETU5JOu5b0,1,before,NA,no,NA
R_1M3DvETU5JOu5b0,2,before,NA,no,NA
R_1M3DvETU5JOu5b0,3,before,NA,no,NA
R_1M3DvETU5JOu5b0,4,before,NA,no,NA
R_1M3DvETU5JOu5b0,5,before,NA,no,NA
R_1M3DvETU5JOu5b0,6,before,NA,no,NA
R_1M3DvETU5JOu5b0,7,before,NA,no,NA
R_1M3DvETU5JOu5b0,8,before,NA,no,NA
R_1M3DvETU5JOu5b0,9,before,NA,no,NA
R_1M3DvETU5JOu5b0,1,during,0,yes,alone
R_1M3DvETU5JOu5b0,2,during,0,yes,NA
R_1M3DvETU5JOu5b0,3,during,0,yes,NA
R_1M3DvETU5JOu5b0,4,during,0,yes,alone
R_1M3DvETU5JOu5b0,5,during,0,yes,NA
R_1M3DvETU5JOu5b0,6,during,0,yes,NA
R_1M3DvETU5JOu5b0,7,during,0,yes,NA
R_1M3DvETU5JOu5b0,8,during,0,yes,NA
R_1M3DvETU5JOu5b0,9,during,0,yes,NA
R_3iWtUWUbIxPab5K,1,before,0,yes,NA
R_3iWtUWUbIxPab5K,2,before,0,yes,NA
R_3iWtUWUbIxPab5K,3,before,0,yes,NA
R_3iWtUWUbIxPab5K,4,before,0,yes,multiplayer
R_3iWtUWUbIxPab5K,5,before,0,yes,NA
R_3iWtUWUbIxPab5K,6,before,0,yes,NA
R_3iWtUWUbIxPab5K,7,before,0,yes,NA
R_3iWtUWUbIxPab5K,8,before,0,yes,NA
R_3iWtUWUbIxPab5K,9,before,0,yes,NA
R_3iWtUWUbIxPab5K,1,during,0,yes,NA
R_3iWtUWUbIxPab5K,2,during,0,yes,NA
R_3iWtUWUbIxPab5K,3,during,0,yes,NA
R_3iWtUWUbIxPab5K,4,during,0,yes,multiplayer
R_3iWtUWUbIxPab5K,5,during,0,yes,NA
R_3iWtUWUbIxPab5K,6,during,0,yes,NA
R_3iWtUWUbIxPab5K,7,during,0,yes,NA
R_3iWtUWUbIxPab5K,8,during,0,yes,NA
R_3iWtUWUbIxPab5K,9,during,0,yes,NA
R_2CB7Tu6CfOt3tUN,1,before,0,yes,NA
R_2CB7Tu6CfOt3tUN,2,before,2.5,yes,alone
R_2CB7Tu6CfOt3tUN,3,before,7.5,yes,multiplayer
R_2CB7Tu6CfOt3tUN,4,before,15,yes,multiplayer
R_2CB7Tu6CfOt3tUN,5,before,0,yes,NA
R_2CB7Tu6CfOt3tUN,6,before,0,yes,NA
R_2CB7Tu6CfOt3tUN,7,before,0,yes,NA
R_2CB7Tu6CfOt3tUN,8,before,0,yes,NA
R_2CB7Tu6CfOt3tUN,9,before,0,yes,NA
R_2CB7Tu6CfOt3tUN,1,during,0,yes,NA
R_2CB7Tu6CfOt3tUN,2,during,6.1,yes,alone
R_2CB7Tu6CfOt3tUN,3,during,12.2,yes,multiplayer
R_2CB7Tu6CfOt3tUN,4,during,42.699999999999996,yes,multiplayer
R_2CB7Tu6CfOt3tUN,5,during,0,yes,NA
R_2CB7Tu6CfOt3tUN,6,during,0,yes,NA
R_2CB7Tu6CfOt3tUN,7,during,0,yes,NA
R_2CB7Tu6CfOt3tUN,8,during,0,yes,NA
R_2CB7Tu6CfOt3tUN,9,during,0,yes,NA
R_2ARphcLKbG8pCbs,1,before,0,yes,NA
R_2ARphcLKbG8pCbs,2,before,1.6,yes,alone
R_2ARphcLKbG8pCbs,3,before,0.4,yes,multiplayer
R_2ARphcLKbG8pCbs,4,before,0,yes,NA
R_2ARphcLKbG8pCbs,5,before,0,yes,NA
R_2ARphcLKbG8pCbs,6,before,0,yes,NA
R_2ARphcLKbG8pCbs,7,before,0,yes,NA
R_2ARphcLKbG8pCbs,8,before,0,yes,NA
R_2ARphcLKbG8pCbs,9,before,0,yes,NA
R_2ARphcLKbG8pCbs,1,during,0,yes,NA
R_2ARphcLKbG8pCbs,2,during,3.2,yes,alone
R_2ARphcLKbG8pCbs,3,during,4.8,yes,multiplayer
R_2ARphcLKbG8pCbs,4,during,0,yes,NA
R_2ARphcLKbG8pCbs,5,during,0,yes,NA
R_2ARphcLKbG8pCbs,6,during,0,yes,NA
R_2ARphcLKbG8pCbs,7,during,0,yes,NA
R_2ARphcLKbG8pCbs,8,during,0,yes,NA
R_2ARphcLKbG8pCbs,9,during,0,yes,NA
R_1dFdkaSKE6hI4m0,1,before,NA,no,NA
R_1dFdkaSKE6hI4m0,2,before,NA,no,NA
R_1dFdkaSKE6hI4m0,3,before,NA,no,NA
R_1dFdkaSKE6hI4m0,4,before,NA,no,NA
R_1dFdkaSKE6hI4m0,5,before,NA,no,NA
R_1dFdkaSKE6hI4m0,6,before,NA,no,NA
R_1dFdkaSKE6hI4m0,7,before,NA,no,NA
R_1dFdkaSKE6hI4m0,8,before,NA,no,NA
R_1dFdkaSKE6hI4m0,9,before,NA,no,NA
R_1dFdkaSKE6hI4m0,1,during,4.5,yes,alone
R_1dFdkaSKE6hI4m0,2,during,10.5,yes,alone
R_1dFdkaSKE6hI4m0,3,during,0,yes,NA
R_1dFdkaSKE6hI4m0,4,during,0,yes,NA
R_1dFdkaSKE6hI4m0,5,during,0,yes,NA
R_1dFdkaSKE6hI4m0,6,during,0,yes,NA
R_1dFdkaSKE6hI4m0,7,during,0,yes,NA
R_1dFdkaSKE6hI4m0,8,during,0,yes,NA
R_1dFdkaSKE6hI4m0,9,during,0,yes,NA
R_3D7xVjOEj7lRX1u,1,before,NA,no,NA
R_3D7xVjOEj7lRX1u,2,before,NA,no,NA
R_3D7xVjOEj7lRX1u,3,before,NA,no,NA
R_3D7xVjOEj7lRX1u,4,before,NA,no,NA
R_3D7xVjOEj7lRX1u,5,before,NA,no,NA
R_3D7xVjOEj7lRX1u,6,before,NA,no,NA
R_3D7xVjOEj7lRX1u,7,before,NA,no,NA
R_3D7xVjOEj7lRX1u,8,before,NA,no,NA
R_3D7xVjOEj7lRX1u,9,before,NA,no,NA
R_3D7xVjOEj7lRX1u,1,during,0,yes,NA
R_3D7xVjOEj7lRX1u,2,during,6.8,yes,alone
R_3D7xVjOEj7lRX1u,3,during,1.2,yes,alone
R_3D7xVjOEj7lRX1u,4,during,0,yes,NA
R_3D7xVjOEj7lRX1u,5,during,0,yes,NA
R_3D7xVjOEj7lRX1u,6,during,0,yes,NA
R_3D7xVjOEj7lRX1u,7,during,0,yes,NA
R_3D7xVjOEj7lRX1u,8,during,0,yes,NA
R_3D7xVjOEj7lRX1u,9,during,0,yes,NA
R_246tBSBZyx6fChw,1,before,NA,no,NA
R_246tBSBZyx6fChw,2,before,NA,no,NA
R_246tBSBZyx6fChw,3,before,NA,no,NA
R_246tBSBZyx6fChw,4,before,NA,no,NA
R_246tBSBZyx6fChw,5,before,NA,no,NA
R_246tBSBZyx6fChw,6,before,NA,no,NA
R_246tBSBZyx6fChw,7,before,NA,no,NA
R_246tBSBZyx6fChw,8,before,NA,no,NA
R_246tBSBZyx6fChw,9,before,NA,no,NA
R_246tBSBZyx6fChw,1,during,NA,no,NA
R_246tBSBZyx6fChw,2,during,NA,no,NA
R_246tBSBZyx6fChw,3,during,NA,no,NA
R_246tBSBZyx6fChw,4,during,NA,no,NA
R_246tBSBZyx6fChw,5,during,NA,no,NA
R_246tBSBZyx6fChw,6,during,NA,no,NA
R_246tBSBZyx6fChw,7,during,NA,no,NA
R_246tBSBZyx6fChw,8,during,NA,no,NA
R_246tBSBZyx6fChw,9,during,NA,no,NA
R_3DcJPhdo2DHBes3,1,before,0,yes,NA
R_3DcJPhdo2DHBes3,2,before,0,yes,NA
R_3DcJPhdo2DHBes3,3,before,0,yes,NA
R_3DcJPhdo2DHBes3,4,before,7,yes,multiplayer
R_3DcJPhdo2DHBes3,5,before,0,yes,NA
R_3DcJPhdo2DHBes3,6,before,0,yes,NA
R_3DcJPhdo2DHBes3,7,before,0,yes,NA
R_3DcJPhdo2DHBes3,8,before,3,yes,alone
R_3DcJPhdo2DHBes3,9,before,0,yes,NA
R_3DcJPhdo2DHBes3,1,during,0,yes,NA
R_3DcJPhdo2DHBes3,2,during,0,yes,NA
R_3DcJPhdo2DHBes3,3,during,0,yes,NA
R_3DcJPhdo2DHBes3,4,during,15,yes,multiplayer
R_3DcJPhdo2DHBes3,5,during,0,yes,NA
R_3DcJPhdo2DHBes3,6,during,0,yes,NA
R_3DcJPhdo2DHBes3,7,during,0,yes,NA
R_3DcJPhdo2DHBes3,8,during,0,yes,NA
R_3DcJPhdo2DHBes3,9,during,0,yes,NA
R_3EjaJDRhLy9xsUT,1,before,0,yes,NA
R_3EjaJDRhLy9xsUT,2,before,14,yes,alone
R_3EjaJDRhLy9xsUT,3,before,21,yes,alone
R_3EjaJDRhLy9xsUT,4,before,0,yes,NA
R_3EjaJDRhLy9xsUT,5,before,0,yes,NA
R_3EjaJDRhLy9xsUT,6,before,35,yes,multiplayer
R_3EjaJDRhLy9xsUT,7,before,0,yes,NA
R_3EjaJDRhLy9xsUT,8,before,0,yes,NA
R_3EjaJDRhLy9xsUT,9,before,0,yes,NA
R_3EjaJDRhLy9xsUT,1,during,0,yes,NA
R_3EjaJDRhLy9xsUT,2,during,18,yes,alone
R_3EjaJDRhLy9xsUT,3,during,18,yes,alone
R_3EjaJDRhLy9xsUT,4,during,9,yes,alone
R_3EjaJDRhLy9xsUT,5,during,0,yes,NA
R_3EjaJDRhLy9xsUT,6,during,45,yes,multiplayer
R_3EjaJDRhLy9xsUT,7,during,0,yes,NA
R_3EjaJDRhLy9xsUT,8,during,0,yes,NA
R_3EjaJDRhLy9xsUT,9,during,0,yes,NA
R_3gLfJnM7hmP4b0g,1,before,2.25,yes,multiplayer
R_3gLfJnM7hmP4b0g,2,before,9,yes,multiplayer
R_3gLfJnM7hmP4b0g,3,before,0,yes,NA
R_3gLfJnM7hmP4b0g,4,before,11.25,yes,multiplayer
R_3gLfJnM7hmP4b0g,5,before,0,yes,NA
R_3gLfJnM7hmP4b0g,6,before,22.5,yes,multiplayer
R_3gLfJnM7hmP4b0g,7,before,0,yes,NA
R_3gLfJnM7hmP4b0g,8,before,0,yes,NA
R_3gLfJnM7hmP4b0g,9,before,0,yes,NA
R_3gLfJnM7hmP4b0g,1,during,NA,yes,multiplayer
R_3gLfJnM7hmP4b0g,2,during,NA,yes,multiplayer
R_3gLfJnM7hmP4b0g,3,during,NA,yes,NA
R_3gLfJnM7hmP4b0g,4,during,NA,yes,multiplayer
R_3gLfJnM7hmP4b0g,5,during,NA,yes,NA
R_3gLfJnM7hmP4b0g,6,during,NA,yes,multiplayer
R_3gLfJnM7hmP4b0g,7,during,NA,yes,NA
R_3gLfJnM7hmP4b0g,8,during,NA,yes,NA
R_3gLfJnM7hmP4b0g,9,during,NA,yes,NA
R_1GKJM6pEM2FrpLP,1,before,1.4000000000000001,yes,alone
R_1GKJM6pEM2FrpLP,2,before,5.6000000000000005,yes,alone
R_1GKJM6pEM2FrpLP,3,before,2.8000000000000003,yes,alone
R_1GKJM6pEM2FrpLP,4,before,2.1,yes,alone
R_1GKJM6pEM2FrpLP,5,before,0,yes,NA
R_1GKJM6pEM2FrpLP,6,before,2.1,yes,alone
R_1GKJM6pEM2FrpLP,7,before,0,yes,NA
R_1GKJM6pEM2FrpLP,8,before,0,yes,NA
R_1GKJM6pEM2FrpLP,9,before,0,yes,NA
R_1GKJM6pEM2FrpLP,1,during,5.8,yes,alone
R_1GKJM6pEM2FrpLP,2,during,7.249999999999999,yes,alone
R_1GKJM6pEM2FrpLP,3,during,7.249999999999999,yes,alone
R_1GKJM6pEM2FrpLP,4,during,4.35,yes,alone
R_1GKJM6pEM2FrpLP,5,during,0,yes,NA
R_1GKJM6pEM2FrpLP,6,during,4.35,yes,alone
R_1GKJM6pEM2FrpLP,7,during,0,yes,NA
R_1GKJM6pEM2FrpLP,8,during,0,yes,NA
R_1GKJM6pEM2FrpLP,9,during,0,yes,NA
R_3h0zYlV2nMlsjkp,1,before,1.7999999999999998,yes,multiplayer
R_3h0zYlV2nMlsjkp,2,before,2.4,yes,alone
R_3h0zYlV2nMlsjkp,3,before,7.199999999999999,yes,alone
R_3h0zYlV2nMlsjkp,4,before,0,yes,NA
R_3h0zYlV2nMlsjkp,5,before,0,yes,NA
R_3h0zYlV2nMlsjkp,6,before,0.6,yes,alone
R_3h0zYlV2nMlsjkp,7,before,0,yes,NA
R_3h0zYlV2nMlsjkp,8,before,0,yes,NA
R_3h0zYlV2nMlsjkp,9,before,0,yes,NA
R_3h0zYlV2nMlsjkp,1,during,NA,no,NA
R_3h0zYlV2nMlsjkp,2,during,NA,no,NA
R_3h0zYlV2nMlsjkp,3,during,NA,no,NA
R_3h0zYlV2nMlsjkp,4,during,NA,no,NA
R_3h0zYlV2nMlsjkp,5,during,NA,no,NA
R_3h0zYlV2nMlsjkp,6,during,NA,no,NA
R_3h0zYlV2nMlsjkp,7,during,NA,no,NA
R_3h0zYlV2nMlsjkp,8,during,NA,no,NA
R_3h0zYlV2nMlsjkp,9,during,NA,no,NA
R_2bVGOK2omxjKHpn,1,before,0,yes,NA
R_2bVGOK2omxjKHpn,2,before,0,yes,NA
R_2bVGOK2omxjKHpn,3,before,3,yes,alone
R_2bVGOK2omxjKHpn,4,before,3,yes,alone
R_2bVGOK2omxjKHpn,5,before,0,yes,NA
R_2bVGOK2omxjKHpn,6,before,4,yes,alone
R_2bVGOK2omxjKHpn,7,before,0,yes,NA
R_2bVGOK2omxjKHpn,8,before,0,yes,NA
R_2bVGOK2omxjKHpn,9,before,0,yes,NA
R_2bVGOK2omxjKHpn,1,during,0,yes,NA
R_2bVGOK2omxjKHpn,2,during,0,yes,NA
R_2bVGOK2omxjKHpn,3,during,0.5,yes,alone
R_2bVGOK2omxjKHpn,4,during,5.5,yes,alone
R_2bVGOK2omxjKHpn,5,during,0,yes,NA
R_2bVGOK2omxjKHpn,6,during,0,yes,alone
R_2bVGOK2omxjKHpn,7,during,0,yes,NA
R_2bVGOK2omxjKHpn,8,during,0,yes,NA
R_2bVGOK2omxjKHpn,9,during,4,yes,NA
R_3ne0xvsnUk3Dg2b,1,before,0,yes,alone
R_3ne0xvsnUk3Dg2b,2,before,9.8,yes,alone
R_3ne0xvsnUk3Dg2b,3,before,24.5,yes,alone
R_3ne0xvsnUk3Dg2b,4,before,9.8,yes,alone
R_3ne0xvsnUk3Dg2b,5,before,0,yes,alone
R_3ne0xvsnUk3Dg2b,6,before,4.9,yes,alone
R_3ne0xvsnUk3Dg2b,7,before,0,yes,alone
R_3ne0xvsnUk3Dg2b,8,before,0,yes,NA
R_3ne0xvsnUk3Dg2b,9,before,0,yes,NA
R_3ne0xvsnUk3Dg2b,1,during,0,yes,alone
R_3ne0xvsnUk3Dg2b,2,during,6.5,yes,alone
R_3ne0xvsnUk3Dg2b,3,during,39,yes,alone
R_3ne0xvsnUk3Dg2b,4,during,13,yes,alone
R_3ne0xvsnUk3Dg2b,5,during,3.25,yes,alone
R_3ne0xvsnUk3Dg2b,6,during,3.25,yes,alone
R_3ne0xvsnUk3Dg2b,7,during,0,yes,alone
R_3ne0xvsnUk3Dg2b,8,during,0,yes,alone
R_3ne0xvsnUk3Dg2b,9,during,0,yes,alone
R_1riU7KvjYAwtXJE,1,before,NA,no,NA
R_1riU7KvjYAwtXJE,2,before,NA,no,NA
R_1riU7KvjYAwtXJE,3,before,NA,no,NA
R_1riU7KvjYAwtXJE,4,before,NA,no,NA
R_1riU7KvjYAwtXJE,5,before,NA,no,NA
R_1riU7KvjYAwtXJE,6,before,NA,no,NA
R_1riU7KvjYAwtXJE,7,before,NA,no,NA
R_1riU7KvjYAwtXJE,8,before,NA,no,NA
R_1riU7KvjYAwtXJE,9,before,NA,no,NA
R_1riU7KvjYAwtXJE,1,during,NA,no,NA
R_1riU7KvjYAwtXJE,2,during,NA,no,NA
R_1riU7KvjYAwtXJE,3,during,NA,no,NA
R_1riU7KvjYAwtXJE,4,during,NA,no,NA
R_1riU7KvjYAwtXJE,5,during,NA,no,NA
R_1riU7KvjYAwtXJE,6,during,NA,no,NA
R_1riU7KvjYAwtXJE,7,during,NA,no,NA
R_1riU7KvjYAwtXJE,8,during,NA,no,NA
R_1riU7KvjYAwtXJE,9,during,NA,no,NA
R_33m18XGfnq4Vj9o,1,before,0,yes,NA
R_33m18XGfnq4Vj9o,2,before,54,yes,multiplayer
R_33m18XGfnq4Vj9o,3,before,0,yes,NA
R_33m18XGfnq4Vj9o,4,before,0,yes,NA
R_33m18XGfnq4Vj9o,5,before,0,yes,NA
R_33m18XGfnq4Vj9o,6,before,6,yes,alone
R_33m18XGfnq4Vj9o,7,before,0,yes,NA
R_33m18XGfnq4Vj9o,8,before,0,yes,NA
R_33m18XGfnq4Vj9o,9,before,0,yes,NA
R_33m18XGfnq4Vj9o,1,during,0,yes,NA
R_33m18XGfnq4Vj9o,2,during,54,yes,multiplayer
R_33m18XGfnq4Vj9o,3,during,0,yes,NA
R_33m18XGfnq4Vj9o,4,during,0,yes,NA
R_33m18XGfnq4Vj9o,5,during,0,yes,NA
R_33m18XGfnq4Vj9o,6,during,6,yes,alone
R_33m18XGfnq4Vj9o,7,during,0,yes,NA
R_33m18XGfnq4Vj9o,8,during,0,yes,NA
R_33m18XGfnq4Vj9o,9,during,0,yes,NA
R_2YyT0OjStuntyXf,1,before,0,yes,alone
R_2YyT0OjStuntyXf,2,before,6,yes,multiplayer
R_2YyT0OjStuntyXf,3,before,18,yes,alone
R_2YyT0OjStuntyXf,4,before,0,yes,alone
R_2YyT0OjStuntyXf,5,before,0,yes,alone
R_2YyT0OjStuntyXf,6,before,16,yes,alone
R_2YyT0OjStuntyXf,7,before,0,yes,alone
R_2YyT0OjStuntyXf,8,before,0,yes,alone
R_2YyT0OjStuntyXf,9,before,0,yes,NA
R_2YyT0OjStuntyXf,1,during,0,yes,NA
R_2YyT0OjStuntyXf,2,during,6,yes,alone
R_2YyT0OjStuntyXf,3,during,4,yes,alone
R_2YyT0OjStuntyXf,4,during,2,yes,alone
R_2YyT0OjStuntyXf,5,during,0,yes,NA
R_2YyT0OjStuntyXf,6,during,4,yes,alone
R_2YyT0OjStuntyXf,7,during,0,yes,NA
R_2YyT0OjStuntyXf,8,during,4,yes,alone
R_2YyT0OjStuntyXf,9,during,0,yes,NA
R_2QzW5HTDKSQoIdW,1,before,0,yes,alone
R_2QzW5HTDKSQoIdW,2,before,0,yes,NA
R_2QzW5HTDKSQoIdW,3,before,0,yes,NA
R_2QzW5HTDKSQoIdW,4,before,10,yes,alone
R_2QzW5HTDKSQoIdW,5,before,0,yes,NA
R_2QzW5HTDKSQoIdW,6,before,0,yes,NA
R_2QzW5HTDKSQoIdW,7,before,0,yes,NA
R_2QzW5HTDKSQoIdW,8,before,0,yes,NA
R_2QzW5HTDKSQoIdW,9,before,0,yes,NA
R_2QzW5HTDKSQoIdW,1,during,0,yes,NA
R_2QzW5HTDKSQoIdW,2,during,0,yes,NA
R_2QzW5HTDKSQoIdW,3,during,0,yes,NA
R_2QzW5HTDKSQoIdW,4,during,10,yes,alone
R_2QzW5HTDKSQoIdW,5,during,0,yes,NA
R_2QzW5HTDKSQoIdW,6,during,0,yes,NA
R_2QzW5HTDKSQoIdW,7,during,0,yes,NA
R_2QzW5HTDKSQoIdW,8,during,0,yes,NA
R_2QzW5HTDKSQoIdW,9,during,0,yes,NA
R_1PYHLXLRtVtLKCC,1,before,0,yes,NA
R_1PYHLXLRtVtLKCC,2,before,6,yes,multiplayer
R_1PYHLXLRtVtLKCC,3,before,0,yes,alone
R_1PYHLXLRtVtLKCC,4,before,2,yes,multiplayer
R_1PYHLXLRtVtLKCC,5,before,0,yes,NA
R_1PYHLXLRtVtLKCC,6,before,12,yes,alone
R_1PYHLXLRtVtLKCC,7,before,0,yes,NA
R_1PYHLXLRtVtLKCC,8,before,0,yes,NA
R_1PYHLXLRtVtLKCC,9,before,0,yes,NA
R_1PYHLXLRtVtLKCC,1,during,0,yes,NA
R_1PYHLXLRtVtLKCC,2,during,4.4,yes,multiplayer
R_1PYHLXLRtVtLKCC,3,during,0,yes,alone
R_1PYHLXLRtVtLKCC,4,during,2.2,yes,multiplayer
R_1PYHLXLRtVtLKCC,5,during,0,yes,NA
R_1PYHLXLRtVtLKCC,6,during,15.4,yes,alone
R_1PYHLXLRtVtLKCC,7,during,0,yes,NA
R_1PYHLXLRtVtLKCC,8,during,0,yes,NA
R_1PYHLXLRtVtLKCC,9,during,0,yes,NA
R_2fvruv9ZivyF7o5,1,before,0,yes,multiplayer
R_2fvruv9ZivyF7o5,2,before,1.5,yes,alone
R_2fvruv9ZivyF7o5,3,before,4.5,yes,multiplayer
R_2fvruv9ZivyF7o5,4,before,7.5,yes,multiplayer
R_2fvruv9ZivyF7o5,5,before,0,yes,NA
R_2fvruv9ZivyF7o5,6,before,16.5,yes,multiplayer
R_2fvruv9ZivyF7o5,7,before,0,yes,NA
R_2fvruv9ZivyF7o5,8,before,0,yes,NA
R_2fvruv9ZivyF7o5,9,before,0,yes,NA
R_2fvruv9ZivyF7o5,1,during,0,yes,NA
R_2fvruv9ZivyF7o5,2,during,0.4,yes,alone
R_2fvruv9ZivyF7o5,3,during,6,yes,multiplayer
R_2fvruv9ZivyF7o5,4,during,6,yes,multiplayer
R_2fvruv9ZivyF7o5,5,during,0,yes,NA
R_2fvruv9ZivyF7o5,6,during,24,yes,multiplayer
R_2fvruv9ZivyF7o5,7,during,0,yes,NA
R_2fvruv9ZivyF7o5,8,during,3.6,yes,alone
R_2fvruv9ZivyF7o5,9,during,0,yes,NA
R_1Fl9AQQ2mrxHqGW,1,before,0,yes,NA
R_1Fl9AQQ2mrxHqGW,2,before,3,yes,alone
R_1Fl9AQQ2mrxHqGW,3,before,0,yes,NA
R_1Fl9AQQ2mrxHqGW,4,before,0,yes,NA
R_1Fl9AQQ2mrxHqGW,5,before,0,yes,NA
R_1Fl9AQQ2mrxHqGW,6,before,10.5,yes,alone
R_1Fl9AQQ2mrxHqGW,7,before,0,yes,NA
R_1Fl9AQQ2mrxHqGW,8,before,1.5,yes,alone
R_1Fl9AQQ2mrxHqGW,9,before,0,yes,NA
R_1Fl9AQQ2mrxHqGW,1,during,0,yes,NA
R_1Fl9AQQ2mrxHqGW,2,during,0,yes,NA
R_1Fl9AQQ2mrxHqGW,3,during,0,yes,NA
R_1Fl9AQQ2mrxHqGW,4,during,0,yes,NA
R_1Fl9AQQ2mrxHqGW,5,during,0,yes,NA
R_1Fl9AQQ2mrxHqGW,6,during,28,yes,alone
